title,console,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,release_year
WWII  Battle Over The Pacific,PC,Simulation,Midas Interactive Entertainment,4,9,6,231,5.11,3.8,4.51,2.84,16.26,2006
Clever Kids  Pet Store,PC,Simulation,Midas Interactive Entertainment,4,5,3,237,6.97,1.91,3.03,3.15,15.06,2009
X treme Express,PS2,Simulation,Midas Interactive Entertainment,8,3,10,290,3.11,2.27,3.43,4.18,12.99,2003
WWII  Battle Over The Pacific,PS2,Simulation,Midas Interactive Entertainment,1,9,9,77,6.67,3.07,2.15,1.78,13.67,2006
Pacific Warriors II  Dogfight,PS2,Simulation,Midas Interactive Entertainment,3,7,9,167,5.93,4.94,2.07,5.87,18.81,2004
Operation Air Assault,PS2,Simulation,Midas Interactive Entertainment,9,3,4,43,7.29,2.05,3.31,1.79,14.44,2005
Air Ranger  Rescue Helicopter,PS2,Simulation,Midas Interactive Entertainment,6,2,8,41,5.58,2.45,2.4,1.82,12.25,2002
WWII  Battle Over The Pacific,PSN,Simulation,Midas Interactive Entertainment,5,7,6,108,3.34,2.98,3.01,4.45,13.78,2009
Michael Vaughans Championship Cricket Manager,PC,Sports,Midas Interactive Entertainment,7,7,5,225,7.55,2.24,5.08,5.75,20.62,2001
Wild Boater,PS,Sports,Midas Interactive Entertainment,6,3,1,221,5.17,4.43,2.78,4.92,17.3,2001
Mary Kings Riding Star,PS,Sports,Midas Interactive Entertainment,10,3,10,106,5.12,2.18,5.21,5.96,18.47,2000
California Watersports,PS,Sports,Midas Interactive Entertainment,3,6,6,197,5.19,1.69,2.29,6.63,15.8,2001
California Surfing,PS,Sports,Midas Interactive Entertainment,9,10,7,299,6.75,1.93,3.61,3.22,15.51,2003
Snowboard Racer 2,PS2,Sports,Midas Interactive Entertainment,3,1,9,39,5.92,3.87,4.13,4.37,18.29,2003
Hard Hitter 2,PS2,Sports,Midas Interactive Entertainment,1,9,6,162,1.71,1.09,1.86,4.62,9.28,2003
Skate Park City,PSN,Sports,Midas Interactive Entertainment,10,3,5,295,2.47,4.73,5.89,3.41,16.5,2009
Rageball,PSN,Sports,Midas Interactive Entertainment,4,7,7,191,4.62,2.05,3.05,2.17,11.89,2011
All Star Slammin D Ball,PSN,Sports,Midas Interactive Entertainment,9,9,7,83,5.33,2.5,2.61,1.75,12.19,2010
2064  Read Only Memories,Linux,Adventure,MidBoss,3,1,3,45,4.65,4.07,3.6,5.57,17.89,2015
2064  Read Only Memories,PC,Adventure,MidBoss,10,6,4,135,5.42,1.08,2.68,2.41,11.59,2015
2064  Read Only Memories,PS4,Adventure,MidBoss,4,9,7,13,7.36,2,3.97,2.45,15.78,2017
The Bee Game,DS,Adventure,Midway Games,5,10,6,133,0.19,0.17,4.04,6.49,10.89,2007
Happy Feet,DS,Adventure,Midway Games,10,6,6,293,0.31,0.27,2.5,0.01,3.09,2006
Fosters Home for Imaginary Friends  Imagination Invaders,DS,Adventure,Midway Games,1,9,2,168,0.06,0.06,5.24,4.03,9.39,2007
Happy Feet,PC,Adventure,Midway Games,1,4,2,262,7.12,3.9,5.41,6.31,22.74,2006
Happy Feet,PS2,Adventure,Midway Games,3,4,9,260,3.32,1.08,4.62,5.48,14.5,2006
Myst,PSN,Adventure,Midway Games,10,6,1,33,1.66,4.78,5.87,1.35,13.66,2009
Ultimate Mortal Kombat,DS,Fighting,Midway Games,7,7.3,3,300,0.09,0.07,5.66,0.01,5.83,2007
War Gods,PC,Fighting,Midway Games,6,3,1,171,3.4,1.23,1.65,2.31,8.59,1997
War Gods,PS,Fighting,Midway Games,8,8,7,69,0.03,0.01,1.9,0.01,1.95,1997
Ready 2 Rumble Boxing  Round 2,PS,Fighting,Midway Games,7,6.5,5,146,0.52,0.29,3.94,0.2,4.95,2000
Mortal Kombat  Special Forces,PS,Fighting,Midway Games,3,5,9,270,0.21,0.12,1.46,0.08,1.87,2000
Mortal Kombat Trilogy,PS,Fighting,Midway Games,1,2,4,124,2.79,1.98,4.98,0.7,10.45,1996
Mortal Kombat 4,PS,Fighting,Midway Games,2,5,4,133,1.46,0.81,4.58,0.55,7.4,1998
TNA iMPACT ,PS2,Fighting,Midway Games,4,6.1,10,79,0.22,0.1,1.42,6.74,8.48,2008
Ready 2 Rumble Boxing  Round 2,PS2,Fighting,Midway Games,2,7.9,2,273,0.81,0.4,1.48,0.31,3,2000
Mortal Kombat  Deception,PS2,Fighting,Midway Games,8,7.4,5,51,1.88,0.92,5.81,0.72,9.33,2004
Mortal Kombat  Deadly Alliance,PS2,Fighting,Midway Games,7,8.2,4,130,2.49,1.81,2.36,0.52,7.18,2002
Mortal Kombat  Armageddon,PS2,Fighting,Midway Games,7,7.4,1,286,1.06,0.88,1.59,0.04,3.57,2006
Mortal Kombat Kollection,PS2,Fighting,Midway Games,10,8,3,143,0.08,0.04,5,0.03,5.15,2008
TNA iMPACT ,PS3,Fighting,Midway Games,3,6.3,7,155,0.4,0.22,2.64,0.12,3.38,2008
Mortal Kombat vs DC Universe,PS3,Fighting,Midway Games,7,7.6,6,211,2.05,1.52,2.69,0.29,6.55,2008
Mortal Kombat  Unchained,PSN,Fighting,Midway Games,10,5,3,42,6.22,1.59,1.51,6.65,15.97,2009
Mortal Kombat vs DC Universe,PSN,Fighting,Midway Games,7,7.7,3,290,1.9,2.62,4.46,5.07,14.05,2011
TouchMaster 2,DS,Puzzle,Midway Games,6,10,2,5,0.89,0.3,1.85,0.49,3.53,2008
TouchMaster,DS,Puzzle,Midway Games,5,6.9,5,126,2,0.48,3.22,1.27,6.97,2007
Mechanic Master,DS,Puzzle,Midway Games,8,9,8,124,0.11,0.1,1.51,2.48,4.2,2008
Hot Brain,PSN,Puzzle,Midway Games,4,8,9,60,4.59,4.85,3.57,6.19,19.2,2009
L.A. Rush,PC,Racing,Midway Games,3,3,4,191,7.74,2.65,1.87,1.43,13.69,2006
San Francisco Rush  Extreme Racing,PS,Racing,Midway Games,1,3,1,146,0.38,0.21,3.17,0.15,3.91,1998
Rollcage Stage II,PS,Racing,Midway Games,6,1,3,88,0.09,0.05,3,0.03,3.17,2000
Muppet RaceMania,PS,Racing,Midway Games,8,5,2,287,0.15,0.09,2.72,0.06,3.02,2000
Micro Machines V3,PS,Racing,Midway Games,5,8,9,297,0.1,0.06,2.67,0.04,2.87,1997
Hydro Thunder,PS,Racing,Midway Games,4,1,2,87,0.46,0.26,5.95,0.17,6.84,2000
Destruction Derby Raw,PS,Racing,Midway Games,8,8,3,35,0.14,0.08,3.21,0.05,3.48,2000
Spy Hunter  Nowhere To Run,PS2,Racing,Midway Games,3,10,6,263,0.02,0.01,2.81,0.01,2.85,2006
Spy Hunter 2,PS2,Racing,Midway Games,2,2,7,52,0.49,0.24,4.37,0.19,5.29,2003
Spy Hunter,PS2,Racing,Midway Games,8,4,6,167,1.67,1.13,4.84,0.32,7.96,2001
L.A. Rush,PS2,Racing,Midway Games,5,3,3,84,0.47,0.23,1.66,0.18,2.54,2005
Freestyle Metal X,PS2,Racing,Midway Games,4,7,6,110,0.09,0.04,2,0.03,2.16,2003
Freaky Flyers,PS2,Racing,Midway Games,1,7,4,50,0.1,0.05,3.52,0.04,3.71,2003
Arctic Thunder,PS2,Racing,Midway Games,8,10,5,256,0.36,0.17,3.87,0.14,4.54,2001
Aqua Teen Hunger Force  Zombie Ninja Pro Am,PS2,Racing,Midway Games,8,5,10,42,0.07,0.03,2,0.03,2.13,2007
T2  The Arcade Game,MS,Shooter,Midway Games,4,8,10,15,6.99,2.21,5.49,1.39,16.08,1991
Unreal Tournament III,PC,Shooter,Midway Games,8.9,8.4,3,40,0.06,2.81,1.08,0.05,4,2007
Unreal Anthology,PC,Shooter,Midway Games,2,6,6,287,0.02,3.45,2.52,0.02,6.01,2006
Stranglehold,PC,Shooter,Midway Games,3,2,6,8,2.11,3.9,4.29,5.49,15.79,2007
Blacksite  Area 51,PC,Shooter,Midway Games,7,8,10,209,7.95,3.24,4.64,6.22,22.05,2007
Area 51,PC,Shooter,Midway Games,8,4,10,36,5.55,2.11,3.79,3.85,15.3,2005
Robotron X,PS,Shooter,Midway Games,8,10,9,137,0.08,0.05,3.54,0.03,3.7,1996
Maximum Force,PS,Shooter,Midway Games,7,6,4,112,0.11,0.06,4.34,0.04,4.55,1997
Area 51,PS,Shooter,Midway Games,1,1,3,78,0.72,0.4,1.61,0.27,3,1996
Psi Ops  The Mindgate Conspiracy,PS2,Shooter,Midway Games,6,9,1,5,0.29,0.14,2.17,0.11,2.71,2004
NARC,PS2,Shooter,Midway Games,6,5.5,9,224,0.36,0.18,3.65,0.14,4.33,2005
Defender,PS2,Shooter,Midway Games,6,8,3,73,0.4,0.2,4.96,0.15,5.71,2002
Area 51,PS2,Shooter,Midway Games,4,7.7,6,31,0.45,0.22,2.31,0.17,3.15,2005
Unreal Tournament III,PS3,Shooter,Midway Games,8.7,8.6,5,269,0.67,0.33,5.97,0.24,7.21,2007
Stranglehold,PS3,Shooter,Midway Games,1,7,4,53,0.3,0.24,1.57,0.03,2.14,2007
Blacksite  Area 51,PS3,Shooter,Midway Games,1,6,8,298,0.08,0.07,5.42,0.01,5.58,2007
Germanys Next Topmodel,DS,Simulation,Midway Games,4,3,4,164,6.28,3.64,5.54,3.37,18.83,2009
Germanys Next Topmodel,PC,Simulation,Midway Games,10,9,8,134,6.13,4.28,1.25,3.16,14.82,2009
Colony Wars III  Red Sun,PS,Simulation,Midway Games,3,8.1,2,22,0.12,0.07,1.9,0.05,2.14,2000
Germanys Next Topmodel,PS2,Simulation,Midway Games,8,6,3,67,6.87,1.16,1.55,1.14,10.72,2009
Fireblade,PS2,Simulation,Midway Games,3,8,10,247,0.18,0.09,1.93,0.07,2.27,2002
NFL Blitz 2000,PC,Sports,Midway Games,5,8,5,279,2.19,1.81,2.23,4.43,10.66,1999
NFL Blitz,PC,Sports,Midway Games,2,6,8,107,4.03,2.01,4.41,4.47,14.92,1998
Big Buck Hunter,PC,Sports,Midway Games,9,1,8,296,7.92,1.09,3.72,2.44,15.17,2007
Wayne Gretzkys 3D Hockey 98,PS,Sports,Midway Games,7,7,5,103,0.05,0.03,3.86,0.02,3.96,1997
Ready 2 Rumble Boxing,PS,Sports,Midway Games,7,7.6,4,176,1.08,0.6,2.12,0.41,4.21,1999
NHL Open Ice,PS,Sports,Midway Games,10,4,4,211,0.07,0.04,2.74,0.03,2.88,1996
NFL Blitz 2001,PS,Sports,Midway Games,8,8,5,89,0.59,0.33,3.72,0.22,4.86,2000
NFL Blitz 2000,PS,Sports,Midway Games,8,6,6,271,1.09,0.6,4.47,0.41,6.57,1999
NFL Blitz,PS,Sports,Midway Games,4,9.1,6,282,1.5,1.41,4.65,0.05,7.61,1998
NBA Showtime  NBA on NBC,PS,Sports,Midway Games,7,1,10,275,0.55,0.31,1.82,0.21,2.89,1999
NBA Hoopz,PS,Sports,Midway Games,10,2,9,53,0.13,0.07,4.07,0.05,4.32,2001
NBA Hangtime,PS,Sports,Midway Games,4,2,2,271,0.06,0.03,5.48,0.02,5.59,1997
Kurt Warners Arena Football Unleashed,PS,Sports,Midway Games,10,5,3,51,0.13,0.07,2.83,0.05,3.08,2000
RedCard 20 03,PS2,Sports,Midway Games,5,3,1,238,0.07,0.03,1.83,0.03,1.96,2002
NHL Hitz Pro,PS2,Sports,Midway Games,9,8,8,165,0.19,0.09,2.35,0.07,2.7,2003
NHL Hitz 20 03,PS2,Sports,Midway Games,9,2,7,97,0.28,0.14,2.6,0.11,3.13,2002
NHL Hitz 20 02,PS2,Sports,Midway Games,2,4,10,270,0.56,0.28,1.61,0.22,2.67,2001
NFL Blitz Pro,PS2,Sports,Midway Games,4,9,9,65,0.23,0.11,3.01,0.09,3.44,2003
NFL Blitz 20 03,PS2,Sports,Midway Games,1,6,10,295,0.44,0.21,2.9,0.17,3.72,2002
NFL Blitz 20 02,PS2,Sports,Midway Games,4,2,3,282,0.28,0.14,2.91,0.11,3.44,2002
NBA Hoopz,PS2,Sports,Midway Games,6,3,6,247,0.18,0.09,3.91,0.07,4.25,2001
NBA Ballers  Phenom,PS2,Sports,Midway Games,5,5,3,7,0.47,0.23,3.97,0.18,4.85,2006
NBA Ballers,PS2,Sports,Midway Games,7,7,8,159,1.66,0.81,4.74,0.63,7.84,2004
MLB SlugFest Loaded,PS2,Sports,Midway Games,4,10,10,154,0.3,0.14,2.25,0.11,2.8,2004
MLB SlugFest 2006,PS2,Sports,Midway Games,8,7,3,181,0.26,0.13,2.45,0.1,2.94,2006
MLB SlugFest 20 04,PS2,Sports,Midway Games,4,9,4,196,0.53,0.26,4.03,0.2,5.02,2003
MLB SlugFest 20 03,PS2,Sports,Midway Games,10,8,10,250,0.83,0.41,1.85,0.32,3.41,2002
Gravity Games Bike  Street Vert Dirt,PS2,Sports,Midway Games,1,9,8,35,0.1,0.05,2.66,0.04,2.85,2002
Blitz  The League,PS2,Sports,Midway Games,3,7.8,10,281,0.89,0.74,5.67,0.03,7.33,2005
NBA Ballers  Chosen One,PS3,Sports,Midway Games,8,8,7,135,0.15,0.13,2.25,4.84,7.37,2008
Blitz  The League II,PS3,Sports,Midway Games,2,6.3,3,164,0.15,0.11,3.74,0.03,4.03,2008
Saiminsei Shori Gakuen,PC,Adventure,Miel,10,2,3,134,5.86,3.43,2.72,1.61,13.62,2011
Shelter 2,PC,Adventure,Might and Delight,5,7,1,0.24,2.17,2.72,3.11,1.19,9.19,2015
Mistake x Miscast,PC,Adventure,mignon,8,1,3,55,1.47,4.73,3.5,5.11,14.81,2011
MXGP 3  The Official Motocross Videogame,PC,Racing,Milestone,9,1,2,164,1.13,3.63,5.61,5.31,15.68,2017
MXGP 3  The Official Motocross Videogame,PS4,Racing,Milestone,8,5,8,44,0.17,0.06,1.9,0.08,2.21,2017
Radirgy Precious,PS2,Shooter,Milestone,5,8,5,287,3.1,2.18,4.64,6.5,16.42,2006
Chaos Field  New Order,PS2,Shooter,Milestone,9,3,9,180,4.2,3.01,5.33,2.28,14.82,2005
S̩bastien Loeb Rally EVO,PC,Racing,Milestone S.r.l,3,3,5,25,0.01,3.56,1.71,0.01,5.29,2016
Ride 2,PC,Racing,Milestone S.r.l,2,7,8,268,0.02,4.08,5.9,0.02,10.02,2016
Ride 2,PS4,Racing,Milestone S.r.l,9,3,5,51,0.16,0.07,0.01,0.06,0.3,2017
MXGP 2,PS4,Racing,Milestone S.r.l,7,8,7,296,0.14,0.05,5.85,0.06,6.1,2016
Karate Master 2 Knock Down Blow,PC,Fighting,Milestone S.r.l.,9,8,8,21,1.16,1.5,1.54,6.7,10.9,2015
Ride 4,PC,Racing,Milestone S.r.l.,8,2,6,244,5.3,2.43,5.15,5.28,18.16,2020
Ride,PC,Racing,Milestone S.r.l.,1,8,8,148,0.03,2.36,5.11,0.03,7.53,2015
MXGP Pro,PC,Racing,Milestone S.r.l.,7,4,6,281,1.42,4.07,3.74,4.6,13.83,2018
MXGP 2,PC,Racing,Milestone S.r.l.,6,8,8,291,0.01,1.94,4.46,0.01,6.42,2016
MotoGP 20,PC,Racing,Milestone S.r.l.,2,8,10,87,5,1.69,1.52,4.24,12.45,2020
MotoGP 19,PC,Racing,Milestone S.r.l.,6,3,7,177,2.55,1.99,1.85,5.01,11.4,2019
MotoGP 18,PC,Racing,Milestone S.r.l.,2,4,6,133,2.18,3.04,5.25,1.37,11.84,2018
MotoGP 15,PC,Racing,Milestone S.r.l.,3,6,4,36,7.36,3.79,3.48,1.17,15.8,2015
Gravel,PC,Racing,Milestone S.r.l.,5,9,3,86,2.06,3.24,4.37,4.65,14.32,2018
Ride,PS3,Racing,Milestone S.r.l.,1,4,6,149,0.06,2.5,0.01,0.03,2.6,2015
MotoGP 15,PS3,Racing,Milestone S.r.l.,6,9,2,62,0.06,2.42,0.04,0.02,2.54,2015
Ride 4,PS4,Racing,Milestone S.r.l.,1,2,3,245,5.89,4.28,5.53,5.26,20.96,2020
Ride,PS4,Racing,Milestone S.r.l.,4,6,4,117,0.24,0.04,0.03,0.13,0.44,2015
MXGP Pro,PS4,Racing,Milestone S.r.l.,3,8,5,60,0.05,0.04,4.13,4.09,8.31,2018
MotoGP 20,PS4,Racing,Milestone S.r.l.,7,9,9,3,6.49,2.27,5.8,4.58,19.14,2020
MotoGP 19,PS4,Racing,Milestone S.r.l.,8,9,6,61,2.21,2.39,1.02,4.95,10.57,2019
MotoGP 18,PS4,Racing,Milestone S.r.l.,10,7,9,68,7.91,1.84,3.12,3.6,16.47,2018
MotoGP 15,PS4,Racing,Milestone S.r.l.,2,3,6,23,0.18,2.69,0.04,0.13,3.04,2015
Monster Energy Supercross   The Official Videogame 2,PS4,Racing,Milestone S.r.l.,2,6,8,65,5.51,3.66,5.89,3.5,18.56,2019
Monster Energy Supercross   The Official Videogame,PS4,Racing,Milestone S.r.l.,5,8,9,20,0.11,0.08,4.37,0.01,4.57,2018
Gravel,PS4,Racing,Milestone S.r.l.,6,10,10,210,0.08,0.06,5.8,2.62,8.56,2018
Little Racers STREET,PC,Racing,Milkstone Studios,7,10,6,0.1,3,2.52,2.11,1.69,9.32,2014
Ziggurat,PC,Shooter,Milkstone Studios,4,10,1,0.24,7.59,1.69,1.74,1.83,12.85,2014
Farm Together,PC,Simulation,Milkstone Studios,2,9,9,0.11,2.58,2.97,2.99,3.15,11.69,2018
Kimi ga Aruji de Shitsuji ga Ore de  Oshie Nikki,PS2,Adventure,Minato Station,8,3,6,267,0.02,2.86,0.02,2.04,4.94,2008
Where in the World is Carmen Sandiego? Mystery at the End of the World,DS,Adventure,Mindscape,4,1,4,70,6.84,3.14,1.84,4.26,16.08,2009
Indiana Jones in Revenge of the Ancients,PC,Adventure,Mindscape,6,5,1,267,4.99,3.38,1.19,4.98,14.54,1987
House M.D.,PC,Adventure,Mindscape,7,5,2,192,5.58,1.01,4.75,3.16,14.5,2010
Dragon Lore,PC,Adventure,Mindscape,3,2,4,280,1.25,1.13,4.78,3.33,10.49,1994
Deja Vu II  Lost in Las Vegas,PC,Adventure,Mindscape,3,6,7,233,1.27,3.34,3.81,6.04,14.46,1990
Deja Vu,PC,Adventure,Mindscape,6,4,6,225,1.54,4.87,4.85,2.01,13.27,1985
Captain Blood,PC,Adventure,Mindscape,10,7,8,214,2.31,2.62,3.89,3.16,11.98,1988
Blazing Dragons,PS,Adventure,Mindscape,2,6.6,6,66,0.15,0.08,1.86,0.06,2.15,1996
Countdown  The Game,DS,Puzzle,Mindscape,8,9,2,296,0.15,1.31,4.24,0.14,5.84,2009
Rat Attack ,PS,Puzzle,Mindscape,8,2,7,85,0.04,0.03,5.83,0.02,5.92,1999
MegaRace 2,PC,Racing,Mindscape,9,10,8,224,1.78,2.82,2.4,5.96,12.96,1996
Days of Thunder,PC,Racing,Mindscape,2,5,8,117,3.69,1.74,5.6,6.7,17.73,1990
Crasher,PC,Racing,Mindscape,6,4,9,267,6.85,1.88,1.24,5.01,14.98,2011
Al Unser  Jr. Arcade Racing,PC,Racing,Mindscape,9,8,7,284,5.72,4.13,1.06,4.29,15.2,1995
Starwinder  The Ultimate Space Race,PS,Racing,Mindscape,5,3,7,12,0.06,0.03,5.82,0.02,5.93,1996
Circuit Breakers,PS,Racing,Mindscape,10,5.9,9,196,0.07,0.04,4.37,0.03,4.51,1998
The Ship,PC,Shooter,Mindscape,1,10,1,191,2.61,4.6,2.03,4.11,13.35,2007
Ready Steady Cook  The Game,DS,Simulation,Mindscape,3,9,6,182,4.31,4.69,4.81,2,15.81,2009
Crazy Pig,DS,Simulation,Mindscape,4,10,5,22,7.51,4.7,3.19,2.07,17.47,2007
Infiltrator,PC,Simulation,Mindscape,3,5,3,12,5.71,1.37,3.58,4.78,15.44,1986
Great Naval Battles IV  Burning Steel  1939 1942,PC,Simulation,Mindscape,4,7,6,266,4.12,1.13,1.61,1.54,8.4,1995
Dogz II & Catz II,PC,Simulation,Mindscape,4,5,9,96,3.41,1.82,1.79,4.31,11.33,1999
Dogz 4,PC,Simulation,Mindscape,6,1,1,88,7.85,1.85,4.7,4.09,18.49,1999
Dogz (1995),PC,Simulation,Mindscape,1,9,10,241,3.79,1.82,1.26,6.63,13.5,1995
Creatures,PC,Simulation,Mindscape,4,7,6,54,6.21,1.37,3.32,3.75,14.65,1997
Catz 4,PC,Simulation,Mindscape,7,7,6,218,4,3.83,2.55,1.66,12.04,1999
Catz 3,PC,Simulation,Mindscape,8,3,3,102,6.98,2.15,4.26,5.12,18.51,1998
Catz (1995),PC,Simulation,Mindscape,2,10,8,40,7.01,4.7,1.05,4.98,17.74,1995
NCAA Basketball Final Four 97,PC,Sports,Mindscape,8,7,6,17,5.09,1.38,4.39,1.87,12.73,1997
Aaron vs. Ruth,PC,Sports,Mindscape,3,8,9,191,7.45,3.76,3.48,3.49,18.18,1997
4D Boxing,PC,Sports,Mindscape,1,9,8,209,5.82,1.4,5.88,5.56,18.66,1991
NCAA Basketball Final Four 97,PS,Sports,Mindscape,7,8,2,249,0.14,0.08,1.26,0.05,1.53,1997
3D Baseball,PS,Sports,Mindscape,4,7.6,4,260,0.03,0.02,5.88,0.01,5.94,1996
Survivor,DS,Adventure,Mindscape Inc.,7,10,7,180,6.21,3.34,3.96,1.2,14.71,1900
Cricket Revolution,PC,Sports,Mindstorm Studios,9,5,4,274,2.35,2.2,2.83,4.59,11.97,2009
Siege Hero,PC,Puzzle,Miniclip.com,9,7,9,153,2.33,1.21,2.86,3.39,9.79,2011
Trials Legends,PC,Racing,Miniclip.com,1,3,8,234,1.8,1.56,5.32,2.14,10.82,2000
Monster Trucks Nitro 2,PC,Racing,Miniclip.com,9,6,1,196,3.59,4.1,5.81,3.45,16.95,2010
Space Pirates and Zombies,PC,Adventure,MinMax Games Ltd.,1,9,2,6,5.71,3.61,2.42,2.7,14.44,2011
Wind  a breath of heart   Re gratitude,PC,Adventure,Minor I,10,4,2,295,7.42,3.76,4.13,1.92,17.23,2004
Wind  a Breath of Heart,PC,Adventure,Minor I,4,3,4,169,1.2,3.64,4.37,2.04,11.25,2002
Soyokaze no Okurimono  Wind Presurable Box,PC,Adventure,Minor I,1,8,10,36,4.33,4.5,2.75,6.55,18.13,2002
Papo & Yo,PC,Adventure,Minority  Inc.,10,9,2,17,6.03,3.13,4.35,6.93,20.44,2013
Papo & Yo,PSN,Adventure,Minority  Inc.,8,6,5,249,3.86,2.75,4.84,1.03,12.48,2012
The Lions Song,Linux,Adventure,Mipumi Games GmbH,9,1,1,95,1.33,1.66,5.4,4.04,12.43,2016
The Lions Song,PC,Adventure,Mipumi Games GmbH,8,4,3,294,1.72,2.37,1.93,1.51,7.53,2016
Minute of Islands,PC,Adventure,Mixtvision,1,5,9,158,4.77,1.7,3.78,6.6,16.85,2020
FAR  Lone Sails,PC,Adventure,Mixtvision,8,8,3,211,5.72,4.58,2.19,3.41,15.9,2018
Minute of Islands,PS4,Adventure,Mixtvision,6,5,6,116,2.04,1.25,5.12,2.33,10.74,2020
FAR  Lone Sails,PS4,Adventure,Mixtvision,4,7,4,160,5.55,1.78,1.79,6.96,16.08,2019
R.B.I. Baseball 18,PS4,Sports,MLB Advanced Media,8,4,10,35,0.07,0.06,1.08,4.46,5.67,2018
R.B.I. Baseball 2016,PC,Sports,MLB.com,2,3,2,194,6.45,3.18,1.08,4.47,15.18,2016
R.B.I. Baseball 15,PC,Sports,MLB.com,5,3,10,225,7.51,2.96,4.55,1.54,16.56,2015
R.B.I. Baseball 2017,PS4,Sports,MLB.com,3,7,7,76,0.04,0.03,1.46,6.75,8.28,2017
R.B.I. Baseball 2016,PS4,Sports,MLB.com,6,1,4,36,0.04,0.04,5.29,1.39,6.76,2016
R.B.I. Baseball 15,PS4,Sports,MLB.com,1,1,3,245,6.37,2.87,1.44,5.72,16.4,2015
Edge,PSN,Puzzle,Mobigame,2,5,3,42,2.36,1.03,1.91,3.75,9.05,2010
Running with Rifles,Linux,Shooter,Modulaatio Games,6,2,2,96,2.59,1.66,4.29,5.35,13.89,2015
Running with Rifles,PC,Shooter,Modulaatio Games,1,3,1,0.47,6.27,3.55,4.82,4.41,19.05,2015
Minecraft  Story Mode,PC,Adventure,Mojang,10,2,5,0.35,2.98,1.88,1.23,5.48,11.57,2015
Minecraft  Story Mode,PS3,Adventure,Mojang,2,6,5,38,0.89,0.32,5.33,0.43,6.97,2015
Minecraft  Story Mode,PS4,Adventure,Mojang,1,6,10,8,0.87,0.31,4.31,0.42,5.91,2015
Top Trumps NBA All Stars,DS,Sports,Mojang,6,9,5,96,3.97,3.08,2.57,4.3,13.92,2012
Gruntz,PC,Puzzle,Monolith Productions,4,10,5,208,6.74,2.86,2.57,6.44,18.61,1999
Shogo  Mobile Armor Division,PC,Shooter,Monolith Productions,5,4,4,4,6.04,2.14,1.93,5.27,15.38,1998
Slime Rancher,Linux,Simulation,Monomi Park,9,6,8,71,2.96,3.17,2.78,4.92,13.83,2017
Slime Rancher,PC,Simulation,Monomi Park,6,7,1,1.22,6.43,3.89,3.22,4.94,18.48,2017
Th3 Plan,PC,Shooter,Monte Christo Multimedia,9,9,5,276,1.67,1.58,5.81,5.5,14.56,2006
Cities XL,PC,Simulation,Monte Christo Multimedia,8,7,2,173,7.51,4.89,5.33,2.72,20.45,2009
Airline Tycoon,PC,Simulation,Monte Christo Multimedia,2,9,7,207,0.02,3.18,4.51,0.01,7.72,2001
Rome  Caesars Will,PC,Adventure,Montparnasse Multimedia,6,3,2,167,7.52,4.86,4.88,1.69,18.95,2000
Otousan to Watashi,PC,Adventure,Moon (2011),9,1,7,227,3.4,4.65,5.4,4.44,17.89,2011
Ijikuri Mama 2,PC,Adventure,Moon (2011),6,4,6,178,1.24,3.18,1.28,4.92,10.62,2011
Lost Ember,PC,Adventure,Mooneye Studios,7,10,8,226,3.29,4.93,1.84,3.94,14,2019
Lost Ember,PS4,Adventure,Mooneye Studios,4,5,7,111,5.68,3.28,4.73,2.07,15.76,2019
Wayward Manor,PC,Adventure,Moonshark  Inc.,9,8,3,130,6.78,1.3,1.35,3.77,13.2,2014
Gift,PC,Adventure,Moonstone,5,2,10,129,4.18,1.5,1.36,4.16,11.2,2005
Samurai Jupiter,PC,Adventure,Mosaic,9,7,5,191,2.81,4.96,2.08,1.72,11.57,2005
Bloodwings  Pumpkinheads Revenge,PC,Shooter,Motion Picture Corporation of America Interactive,10,4,10,201,4.6,2.96,3.25,6.38,17.19,1995
NASCAR Heat 5,PC,Racing,Motorsport Games,6,1,7,168,3.03,4,2.84,6.69,16.56,2020
NASCAR Heat 5,PS4,Racing,Motorsport Games,2,10,7,37,1.2,4.03,2.89,3.54,11.66,2020
Maui Wowee,PC,Puzzle,MSN Games,9,1,1,289,2.42,1.55,1.97,2.28,8.22,2005
Jigsaw 365,PC,Puzzle,MSN Games,8,5,10,42,5.99,4.14,5.8,2.77,18.7,2005
Infinite Crosswords,PC,Puzzle,MSN Games,9,9,2,160,7.24,2.32,5.7,4.39,19.65,2005
Koinu de Kururin,DS,Puzzle,MTO,8,6,10,295,3.06,4.47,3.67,2.57,13.77,2008
Kurulin Fusion,PSN,Puzzle,MTO,3,1,4,53,2.82,2.24,2.28,6.68,14.02,2009
Option Tuning Car Battle Spec R,PS,Racing,MTO,3,6,9,256,4.78,3.26,4.52,2.27,14.83,2000
Option Tuning Car Battle,PS,Racing,MTO,9,2,6,202,0.1,1.85,0.09,2.35,4.39,1998
Ochaken no Heya DS 4  Ochaken Land de Hotto Shiyo?,DS,Simulation,MTO,4,9,8,241,1.16,1.23,4.58,4.33,11.3,2009
Ochaken no Heya DS 3,DS,Simulation,MTO,6,3,4,266,4.75,1.7,1.14,4.51,12.1,2008
